cell_id,2,3,4,5,6,7,8
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,1
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,1
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,1
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,1
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,1
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,0
b.cells,0,0,0,0,0,0,1
b.cells,0,0,0,0,0,0,0
